时间,出厂水流量
2026-06-25 21:00:00,4029.15
2026-06-25 22:00:00,3991.85
2026-06-25 23:00:00,2613.45
2026-06-26 00:00:00,2739.98
2026-06-26 01:00:00,2956.9
2026-06-26 02:00:00,2510.67
2026-06-26 03:00:00,2494.27
2026-06-26 04:00:00,2508.51
2026-06-26 05:00:00,2491.73
2026-06-26 06:00:00,2450.95
2026-06-26 07:00:00,3982.57
2026-06-26 08:00:00,3964.66
2026-06-26 09:00:00,3714.09
2026-06-26 10:00:00,4299.78
2026-06-26 11:00:00,3969.16
2026-06-26 12:00:00,4006.28
2026-06-26 13:00:00,2888.94
2026-06-26 14:00:00,2387.51
2026-06-26 15:00:00,3153.1
2026-06-26 16:00:00,3635.05
2026-06-26 17:00:00,3701.65
2026-06-26 18:00:00,3962.69
2026-06-26 19:00:00,3952.02
2026-06-26 20:00:00,3561.22
2026-06-26 21:00:00,3146.81
2026-06-26 22:00:00,2806.39
2026-06-26 23:00:00,2542.48
2026-06-27 00:00:00,2552.22
2026-06-27 01:00:00,2375.28
2026-06-27 02:00:00,2862.63
2026-06-27 03:00:00,2370.49
2026-06-27 04:00:00,2417.82
2026-06-27 05:00:00,2406.55
2026-06-27 06:00:00,2676.01
2026-06-27 07:00:00,4180.38
2026-06-27 08:00:00,4057.51
2026-06-27 09:00:00,4113.89
2026-06-27 10:00:00,4543.45
2026-06-27 11:00:00,4567.76
2026-06-27 12:00:00,3501.96
2026-06-27 13:00:00,3198.24
2026-06-27 14:00:00,3180.08
2026-06-27 15:00:00,3279.54
2026-06-27 16:00:00,3205.59
2026-06-27 17:00:00,3223.69
2026-06-27 18:00:00,3179.45
2026-06-27 19:00:00,3215.4
2026-06-27 20:00:00,3327.69
2026-06-27 21:00:00,3203.82
2026-06-27 22:00:00,3209.09
2026-06-27 23:00:00,2720.95
2026-06-28 00:00:00,2469.05
2026-06-28 01:00:00,2472.36
2026-06-28 02:00:00,2482.11
2026-06-28 03:00:00,2464.01
2026-06-28 04:00:00,2504.57
2026-06-28 05:00:00,2456.94
2026-06-28 06:00:00,3233.71
2026-06-28 07:00:00,3817.14
2026-06-28 08:00:00,3837.89
2026-06-28 09:00:00,3744.03
2026-06-28 10:00:00,4041.07
2026-06-28 11:00:00,4025.08
2026-06-28 12:00:00,3968.65
2026-06-28 13:00:00,3918.73
2026-06-28 14:00:00,4271.1
2026-06-28 15:00:00,4239.39
2026-06-28 16:00:00,2904.92
2026-06-28 17:00:00,2892.97
2026-06-28 18:00:00,2997.27
2026-06-28 19:00:00,2925.08
2026-06-28 20:00:00,2795.45
2026-06-28 21:00:00,3386.79
2026-06-28 22:00:00,3113.27
2026-06-28 23:00:00,2826.17
2026-06-29 00:00:00,2784.06
2026-06-29 01:00:00,2750.4
2026-06-29 02:00:00,2787.62
2026-06-29 03:00:00,2759.13
2026-06-29 04:00:00,3236.93
2026-06-29 05:00:00,3063.79
2026-06-29 06:00:00,3618.12
2026-06-29 07:00:00,4049.55
2026-06-29 08:00:00,3496.59
2026-06-29 09:00:00,3377.52
2026-06-29 10:00:00,3561.35
2026-06-29 11:00:00,3633.47
2026-06-29 12:00:00,3315.9
2026-06-29 13:00:00,3815.9
2026-06-29 14:00:00,3524.73
2026-06-29 15:00:00,3054.2
2026-06-29 16:00:00,2864.52
2026-06-29 17:00:00,3416.91
2026-06-29 18:00:00,3390.11
2026-06-29 19:00:00,2805.56
2026-06-29 20:00:00,2946.4
2026-06-29 21:00:00,3821.8
2026-06-29 22:00:00,3787.01
2026-06-29 23:00:00,3848.65
2026-06-30 00:00:00,2671.16
2026-06-30 01:00:00,2716.69
2026-06-30 02:00:00,2699.15
2026-06-30 03:00:00,2718.73
2026-06-30 04:00:00,2710.82
2026-06-30 05:00:00,2722.48
2026-06-30 06:00:00,2668.84
2026-06-30 07:00:00,2661.56
2026-06-30 08:00:00,3961.45
2026-06-30 09:00:00,3585.67
2026-06-30 10:00:00,3548.24
2026-06-30 11:00:00,3165.43
2026-06-30 12:00:00,3171.69
2026-06-30 13:00:00,3930.69
2026-06-30 14:00:00,3140.36
2026-06-30 15:00:00,3165.2
2026-06-30 16:00:00,2824.7
2026-06-30 17:00:00,2473.58
2026-06-30 18:00:00,2858.14
2026-06-30 19:00:00,2865.23
2026-06-30 20:00:00,3157.88
2026-06-30 21:00:00,3206.17
2026-06-30 22:00:00,2382.79
2026-06-30 23:00:00,2445.76
2026-07-01 00:00:00,2362.64
2026-07-01 01:00:00,2418.76
2026-07-01 02:00:00,2429.52
2026-07-01 03:00:00,2393.54
2026-07-01 04:00:00,2730.86
2026-07-01 05:00:00,2636.18
2026-07-01 06:00:00,2568.01
2026-07-01 07:00:00,3622.46
2026-07-01 08:00:00,4009.39
2026-07-01 09:00:00,2592.82
2026-07-01 10:00:00,2438.71
2026-07-01 11:00:00,2338.39
2026-07-01 12:00:00,3197.07
2026-07-01 13:00:00,3119.92
2026-07-01 14:00:00,3059.23
2026-07-01 15:00:00,3431.84
2026-07-01 16:00:00,3762.26
2026-07-01 17:00:00,2637.14
2026-07-01 18:00:00,2745.86
2026-07-01 19:00:00,2809.62
2026-07-01 20:00:00,2830.02
2026-07-01 21:00:00,2820.32
2026-07-01 22:00:00,2846.17
2026-07-01 23:00:00,2907.47
2026-07-02 00:00:00,2420.95
2026-07-02 01:00:00,3067.56
2026-07-02 02:00:00,3226.48
2026-07-02 03:00:00,2424.4
2026-07-02 04:00:00,2763.43
2026-07-02 05:00:00,3155.62
2026-07-02 06:00:00,3543.72
2026-07-02 07:00:00,3995.26
2026-07-02 08:00:00,3889.96
2026-07-02 09:00:00,4000.61
2026-07-02 10:00:00,4046.51
2026-07-02 11:00:00,3271.4
2026-07-02 12:00:00,3091.67
2026-07-02 13:00:00,3177.56
2026-07-02 14:00:00,3073.53
2026-07-02 15:00:00,3145.23
2026-07-02 16:00:00,3189.19
2026-07-02 17:00:00,3349.11
2026-07-02 18:00:00,3107.42
2026-07-02 19:00:00,2725.16
2026-07-02 20:00:00,2426.1
2026-07-02 21:00:00,2383.36
2026-07-02 22:00:00,2459.68
2026-07-02 23:00:00,2370.56
2026-07-03 00:00:00,2434.63
2026-07-03 01:00:00,2423.43
2026-07-03 02:00:00,2474.38
2026-07-03 03:00:00,2469.23
2026-07-03 04:00:00,4076.07
2026-07-03 05:00:00,3604.79
2026-07-03 06:00:00,3241.05
2026-07-03 07:00:00,4118.06
2026-07-03 08:00:00,3490.25
2026-07-03 09:00:00,2473.61
2026-07-03 10:00:00,2700.55
2026-07-03 11:00:00,2911.86
2026-07-03 12:00:00,3162.25
2026-07-03 13:00:00,3262.9
2026-07-03 14:00:00,3528.39
2026-07-03 15:00:00,3361.03
2026-07-03 16:00:00,2839.41
2026-07-03 17:00:00,3574.7
2026-07-03 18:00:00,3261.69
2026-07-03 19:00:00,2852.26
2026-07-03 20:00:00,2376.89
2026-07-03 21:00:00,2512.47
2026-07-03 22:00:00,2443.69
2026-07-03 23:00:00,2478.82
2026-07-04 00:00:00,2927.04
2026-07-04 01:00:00,2903.67
2026-07-04 02:00:00,2942.43
2026-07-04 03:00:00,3145.62
2026-07-04 04:00:00,3171.35
2026-07-04 05:00:00,3161.99
2026-07-04 06:00:00,2580.29
2026-07-04 07:00:00,2498.52
2026-07-04 08:00:00,2576.03
2026-07-04 09:00:00,2508.75
2026-07-04 10:00:00,2467.19
2026-07-04 11:00:00,3216.54
2026-07-04 12:00:00,3231.88
2026-07-04 13:00:00,3201.42
2026-07-04 14:00:00,3213.25
2026-07-04 15:00:00,3278.17
2026-07-04 16:00:00,3662.6
2026-07-04 17:00:00,3650.95
2026-07-04 18:00:00,3131.04
2026-07-04 19:00:00,2655.13
2026-07-04 20:00:00,3260.02
2026-07-04 21:00:00,3274.13
2026-07-04 22:00:00,3137.66
2026-07-04 23:00:00,2510.82
2026-07-05 00:00:00,2968.33
2026-07-05 01:00:00,2789.3
2026-07-05 02:00:00,2516.37
2026-07-05 03:00:00,2521.9
2026-07-05 04:00:00,2794.79
2026-07-05 05:00:00,2807.97
2026-07-05 06:00:00,2761.46
2026-07-05 07:00:00,2751.11
2026-07-05 08:00:00,2684.79
2026-07-05 09:00:00,2539.2
2026-07-05 10:00:00,2707.9
2026-07-05 11:00:00,2995.18
2026-07-05 12:00:00,2845.29
2026-07-05 13:00:00,3573.42
2026-07-05 14:00:00,4287.49
2026-07-05 15:00:00,3717.03
2026-07-05 16:00:00,3720.15
2026-07-05 17:00:00,2572.18
2026-07-05 18:00:00,2833.52
2026-07-05 19:00:00,2826.15
2026-07-05 20:00:00,2914.74
2026-07-05 21:00:00,3087.3
2026-07-05 22:00:00,2831.17
2026-07-05 23:00:00,3011.79
2026-07-06 00:00:00,2543.48
2026-07-06 01:00:00,2545.24
2026-07-06 02:00:00,2544.47
2026-07-06 03:00:00,2548.79
2026-07-06 04:00:00,2553.32
2026-07-06 05:00:00,2545.04
2026-07-06 06:00:00,2576.69
2026-07-06 07:00:00,2565.54
2026-07-06 08:00:00,3322.65
2026-07-06 09:00:00,3308.9
2026-07-06 10:00:00,3913.75
2026-07-06 11:00:00,3962.45
2026-07-06 12:00:00,3990.58
2026-07-06 13:00:00,4728.17
2026-07-06 14:00:00,3974.23
2026-07-06 15:00:00,2895.1
2026-07-06 16:00:00,2886.7
2026-07-06 17:00:00,2883.78
2026-07-06 18:00:00,2859.27
2026-07-06 19:00:00,2560.84
2026-07-06 20:00:00,2557.89
2026-07-06 21:00:00,3063.82
2026-07-06 22:00:00,3052.52
2026-07-06 23:00:00,2562.15
2026-07-07 00:00:00,2570.97
2026-07-07 01:00:00,2733.46
2026-07-07 02:00:00,2751.99
2026-07-07 03:00:00,2729.9
2026-07-07 04:00:00,2597.64
2026-07-07 05:00:00,2623.02
2026-07-07 06:00:00,3621.17
2026-07-07 07:00:00,4169.59
2026-07-07 08:00:00,3537.15
2026-07-07 09:00:00,3298.49
2026-07-07 10:00:00,1956.0
2026-07-07 11:00:00,2127.94
2026-07-07 12:00:00,1432.48
2026-07-07 13:00:00,1564.82
2026-07-07 14:00:00,1516.08
2026-07-07 15:00:00,1666.65
2026-07-07 16:00:00,1914.88
2026-07-07 17:00:00,1726.01
2026-07-07 18:00:00,1595.72
2026-07-07 19:00:00,1698.56
2026-07-07 20:00:00,1876.71
2026-07-07 21:00:00,1889.08
2026-07-07 22:00:00,2122.14
2026-07-07 23:00:00,1763.97
2026-07-08 00:00:00,1407.21
2026-07-08 01:00:00,1410.13
2026-07-08 02:00:00,1389.9
2026-07-08 03:00:00,1479.35
2026-07-08 04:00:00,1479.22
2026-07-08 05:00:00,1458.29
2026-07-08 06:00:00,2085.75
2026-07-08 07:00:00,1990.95
2026-07-08 08:00:00,2268.75
2026-07-08 09:00:00,2211.14
2026-07-08 10:00:00,2061.79
2026-07-08 11:00:00,2481.35
2026-07-08 12:00:00,2225.72
2026-07-08 13:00:00,2148.59
2026-07-08 14:00:00,2053.25
2026-07-08 15:00:00,1904.45
2026-07-08 16:00:00,3652.59
2026-07-08 17:00:00,3342.19
2026-07-08 18:00:00,3285.4
2026-07-08 19:00:00,3329.86
2026-07-08 20:00:00,3759.27
2026-07-08 21:00:00,3360.82
2026-07-08 22:00:00,3115.54
2026-07-08 23:00:00,2634.64
2026-07-09 00:00:00,2661.12
2026-07-09 01:00:00,3106.3
2026-07-09 02:00:00,3159.48
2026-07-09 03:00:00,3505.24
2026-07-09 04:00:00,3359.44
2026-07-09 05:00:00,3259.34
2026-07-09 06:00:00,3147.45
2026-07-09 07:00:00,3903.03
2026-07-09 08:00:00,3512.66
2026-07-09 09:00:00,3960.98
2026-07-09 10:00:00,4201.79
2026-07-09 11:00:00,4702.88
2026-07-09 12:00:00,1894.01
2026-07-09 13:00:00,2219.39
2026-07-09 14:00:00,2128.13
2026-07-09 15:00:00,1927.63
2026-07-09 16:00:00,1991.6
2026-07-09 17:00:00,3763.7
2026-07-09 18:00:00,2781.12
2026-07-09 19:00:00,3014.01
2026-07-09 20:00:00,3666.78
2026-07-09 21:00:00,3757.82
2026-07-09 22:00:00,3472.45
2026-07-09 23:00:00,2895.59
2026-07-10 00:00:00,2602.5
2026-07-10 01:00:00,2585.67
2026-07-10 02:00:00,2601.84
2026-07-10 03:00:00,2593.11
2026-07-10 04:00:00,2627.32
2026-07-10 05:00:00,3019.23
2026-07-10 06:00:00,3518.41
2026-07-10 07:00:00,3695.42
2026-07-10 08:00:00,3965.62
2026-07-10 09:00:00,4434.67
2026-07-10 10:00:00,4313.04
2026-07-10 11:00:00,4298.98
2026-07-10 12:00:00,3341.98
2026-07-10 13:00:00,3515.22
2026-07-10 14:00:00,3792.07
2026-07-10 15:00:00,3399.28
2026-07-10 16:00:00,3351.25
2026-07-10 17:00:00,3019.97
2026-07-10 18:00:00,3992.42
2026-07-10 19:00:00,4046.9
2026-07-10 20:00:00,3990.67
2026-07-10 21:00:00,4150.26
2026-07-10 22:00:00,3460.81
2026-07-10 23:00:00,3771.74
2026-07-11 00:00:00,6097.29
2026-07-11 01:00:00,3602.34
2026-07-11 02:00:00,2442.93
2026-07-11 03:00:00,2578.83
2026-07-11 04:00:00,2715.33
2026-07-11 05:00:00,3284.18
2026-07-11 06:00:00,3434.88
2026-07-11 07:00:00,3912.2
2026-07-11 08:00:00,3537.37
2026-07-11 09:00:00,3875.25
2026-07-11 10:00:00,4125.32
2026-07-11 11:00:00,4088.34
2026-07-11 12:00:00,3729.76
2026-07-11 13:00:00,3663.04
2026-07-11 14:00:00,4087.36
2026-07-11 15:00:00,3836.03
2026-07-11 16:00:00,3312.25
2026-07-11 17:00:00,2761.83
2026-07-11 18:00:00,2782.33
2026-07-11 19:00:00,2572.82
2026-07-11 20:00:00,2726.33
2026-07-11 21:00:00,3879.14
2026-07-11 22:00:00,4099.33
2026-07-11 23:00:00,3212.36
2026-07-12 00:00:00,2578.16
2026-07-12 01:00:00,2988.35
2026-07-12 02:00:00,2551.09
2026-07-12 03:00:00,2525.17
2026-07-12 04:00:00,2573.94
2026-07-12 05:00:00,2529.6
2026-07-12 06:00:00,2504.39
2026-07-12 07:00:00,3446.43
2026-07-12 08:00:00,3535.32
2026-07-12 09:00:00,3952.59
2026-07-12 10:00:00,3999.08
2026-07-12 11:00:00,4134.61
2026-07-12 12:00:00,4153.49
2026-07-12 13:00:00,3562.98
2026-07-12 14:00:00,3146.65
2026-07-12 15:00:00,3114.59
2026-07-12 16:00:00,3285.39
2026-07-12 17:00:00,3135.19
2026-07-12 18:00:00,2916.45
2026-07-12 19:00:00,2567.55
2026-07-12 20:00:00,2547.77
2026-07-12 21:00:00,2694.33
2026-07-12 22:00:00,3920.18
2026-07-12 23:00:00,2715.25
2026-07-13 00:00:00,2594.23
2026-07-13 01:00:00,2819.99
2026-07-13 02:00:00,3032.1
2026-07-13 03:00:00,2816.19
2026-07-13 04:00:00,2723.26
2026-07-13 05:00:00,2513.88
2026-07-13 06:00:00,2685.39
2026-07-13 07:00:00,3254.26
2026-07-13 08:00:00,3729.11
2026-07-13 09:00:00,3495.88
2026-07-13 10:00:00,3469.96
2026-07-13 11:00:00,3334.31
2026-07-13 12:00:00,3259.24
2026-07-13 13:00:00,4497.11
2026-07-13 14:00:00,4309.64
2026-07-13 15:00:00,3582.88
2026-07-13 16:00:00,3230.68
2026-07-13 17:00:00,3105.99
2026-07-13 18:00:00,3061.96
2026-07-13 19:00:00,2837.22
2026-07-13 20:00:00,3422.76
2026-07-13 21:00:00,3697.37
2026-07-13 22:00:00,3488.68
2026-07-13 23:00:00,2931.14
2026-07-14 00:00:00,2518.99
2026-07-14 01:00:00,2538.01
2026-07-14 02:00:00,2529.9
2026-07-14 03:00:00,2816.36
2026-07-14 04:00:00,3295.13
2026-07-14 05:00:00,3556.71
2026-07-14 06:00:00,3632.37
2026-07-14 07:00:00,3977.06
2026-07-14 08:00:00,3977.69
2026-07-14 09:00:00,4008.97
2026-07-14 10:00:00,4279.1
2026-07-14 11:00:00,4191.26
2026-07-14 12:00:00,4255.78
2026-07-14 13:00:00,4567.19
2026-07-14 14:00:00,4282.27
2026-07-14 15:00:00,3859.85
2026-07-14 16:00:00,3182.82
2026-07-14 17:00:00,3903.19
2026-07-14 18:00:00,3929.44
2026-07-14 19:00:00,3867.11
2026-07-14 20:00:00,3209.18
2026-07-14 21:00:00,3259.94
2026-07-14 22:00:00,3263.18
2026-07-14 23:00:00,2774.1
2026-07-15 00:00:00,2734.86
2026-07-15 01:00:00,2919.93
2026-07-15 02:00:00,3009.2
2026-07-15 03:00:00,3508.37
2026-07-15 04:00:00,3957.86
2026-07-15 05:00:00,3550.96
2026-07-15 06:00:00,3738.94
2026-07-15 07:00:00,4383.99
2026-07-15 08:00:00,3545.13
2026-07-15 09:00:00,3982.69
2026-07-15 10:00:00,4379.19
2026-07-15 11:00:00,4040.13
2026-07-15 12:00:00,3095.24
2026-07-15 13:00:00,3985.13
2026-07-15 14:00:00,4458.6
2026-07-15 15:00:00,2335.0
2026-07-15 16:00:00,2556.31
2026-07-15 17:00:00,4514.87
2026-07-15 18:00:00,4372.29
2026-07-15 19:00:00,4317.27
2026-07-15 20:00:00,4265.95
2026-07-15 21:00:00,5876.91
2026-07-15 22:00:00,3831.62
2026-07-15 23:00:00,3080.78
2026-07-16 00:00:00,2354.72
2026-07-16 01:00:00,2344.11
2026-07-16 02:00:00,2326.35
2026-07-16 03:00:00,2363.55
2026-07-16 04:00:00,2359.48
2026-07-16 05:00:00,2363.79
2026-07-16 06:00:00,3195.85
2026-07-16 07:00:00,3857.95
2026-07-16 08:00:00,4053.47
2026-07-16 09:00:00,3942.32
2026-07-16 10:00:00,4372.08
2026-07-16 11:00:00,4290.81
2026-07-16 12:00:00,3891.06
2026-07-16 13:00:00,4086.57
2026-07-16 14:00:00,4128.58
2026-07-16 15:00:00,4400.97
2026-07-16 16:00:00,4280.99
2026-07-16 17:00:00,4006.44
2026-07-16 18:00:00,4141.34
2026-07-16 19:00:00,4039.3
2026-07-16 20:00:00,4043.54
2026-07-16 21:00:00,4010.34
2026-07-16 22:00:00,4461.09
2026-07-16 23:00:00,3442.77
2026-07-17 00:00:00,2461.84
2026-07-17 01:00:00,2755.86
2026-07-17 02:00:00,2753.74
2026-07-17 03:00:00,3108.77
2026-07-17 04:00:00,3313.21
2026-07-17 05:00:00,3610.8
2026-07-17 06:00:00,3405.86
2026-07-17 07:00:00,3745.96
2026-07-17 08:00:00,3915.02
2026-07-17 09:00:00,3974.13
2026-07-17 10:00:00,4490.95
2026-07-17 11:00:00,5339.66
2026-07-17 12:00:00,5235.18
2026-07-17 13:00:00,3941.73
2026-07-17 14:00:00,4241.01
2026-07-17 15:00:00,3962.23
2026-07-17 16:00:00,4046.14
2026-07-17 17:00:00,3821.51
2026-07-17 18:00:00,3170.45
2026-07-17 19:00:00,3068.26
2026-07-17 20:00:00,3310.72
2026-07-17 21:00:00,3297.82
2026-07-17 22:00:00,3360.14
2026-07-17 23:00:00,3589.65
2026-07-18 00:00:00,2920.08
2026-07-18 01:00:00,3749.26
2026-07-18 02:00:00,3231.53
2026-07-18 03:00:00,2245.68
2026-07-18 04:00:00,3317.03
2026-07-18 05:00:00,3683.25
2026-07-18 06:00:00,3771.89
2026-07-18 07:00:00,3693.43
2026-07-18 08:00:00,3675.01
2026-07-18 09:00:00,3748.43
2026-07-18 10:00:00,3818.15
2026-07-18 11:00:00,3830.1
2026-07-18 12:00:00,3847.46
2026-07-18 13:00:00,3818.57
2026-07-18 14:00:00,3866.14
2026-07-18 15:00:00,3867.39
2026-07-18 16:00:00,5223.27
2026-07-18 17:00:00,4418.63
2026-07-18 18:00:00,4034.13
2026-07-18 19:00:00,3653.04
2026-07-18 20:00:00,2839.14
2026-07-18 21:00:00,3687.77
2026-07-18 22:00:00,2953.05
2026-07-18 23:00:00,2629.39
2026-07-19 00:00:00,3726.46
2026-07-19 01:00:00,3731.78
2026-07-19 02:00:00,3927.62
2026-07-19 03:00:00,4047.97
2026-07-19 04:00:00,3768.44
2026-07-19 05:00:00,3627.63
2026-07-19 06:00:00,2969.63
2026-07-19 07:00:00,2480.23
2026-07-19 08:00:00,2983.73
2026-07-19 09:00:00,3157.44
2026-07-19 10:00:00,3731.4
2026-07-19 11:00:00,3813.5
2026-07-19 12:00:00,4078.02
2026-07-19 13:00:00,4311.21
2026-07-19 14:00:00,4330.35
2026-07-19 15:00:00,3724.66
2026-07-19 16:00:00,3491.53
2026-07-19 17:00:00,3504.54
2026-07-19 18:00:00,3130.19
2026-07-19 19:00:00,3133.68
2026-07-19 20:00:00,3515.51
2026-07-19 21:00:00,3604.66
2026-07-19 22:00:00,3627.9
2026-07-19 23:00:00,2940.27
2026-07-20 00:00:00,2598.83
2026-07-20 01:00:00,3151.89
2026-07-20 02:00:00,2433.51
2026-07-20 03:00:00,2434.71
2026-07-20 04:00:00,2676.29
2026-07-20 05:00:00,2091.65
2026-07-20 06:00:00,3841.74
2026-07-20 07:00:00,3884.51
2026-07-20 08:00:00,3823.79
2026-07-20 09:00:00,3858.77
2026-07-20 10:00:00,3936.81
2026-07-20 11:00:00,3920.75
2026-07-20 12:00:00,4304.51
2026-07-20 13:00:00,3913.18
2026-07-20 14:00:00,3873.8
2026-07-20 15:00:00,3513.78
2026-07-20 16:00:00,3492.39
2026-07-20 17:00:00,3503.3
2026-07-20 18:00:00,3481.12
2026-07-20 19:00:00,3482.03
2026-07-20 20:00:00,3487.51
2026-07-20 21:00:00,3431.04
2026-07-20 22:00:00,4215.11
2026-07-20 23:00:00,2671.67
2026-07-21 00:00:00,2885.25
2026-07-21 01:00:00,1954.48
2026-07-21 02:00:00,2271.24
2026-07-21 03:00:00,3548.24
2026-07-21 04:00:00,3565.64
2026-07-21 05:00:00,3449.19
2026-07-21 06:00:00,3877.07
2026-07-21 07:00:00,3897.05
2026-07-21 08:00:00,3801.73
2026-07-21 09:00:00,3847.82
2026-07-21 10:00:00,4030.07
2026-07-21 11:00:00,3983.23
2026-07-21 12:00:00,4027.72
2026-07-21 13:00:00,5912.94
2026-07-21 14:00:00,4239.89
2026-07-21 15:00:00,2957.01
2026-07-21 16:00:00,3063.35
2026-07-21 17:00:00,3177.55
2026-07-21 18:00:00,2931.0
2026-07-21 19:00:00,2934.94
2026-07-21 20:00:00,2976.78
2026-07-21 21:00:00,3023.3
2026-07-21 22:00:00,3218.5
2026-07-21 23:00:00,3210.87
2026-07-22 00:00:00,3239.61
2026-07-22 01:00:00,2934.15
2026-07-22 02:00:00,2445.04
2026-07-22 03:00:00,2460.58
2026-07-22 04:00:00,2925.76
2026-07-22 05:00:00,3521.41
2026-07-22 06:00:00,3870.21
2026-07-22 07:00:00,3817.9
2026-07-22 08:00:00,3439.23
2026-07-22 09:00:00,3934.72
2026-07-22 10:00:00,3614.62
2026-07-22 11:00:00,3996.05
2026-07-22 12:00:00,3636.83
2026-07-22 13:00:00,4125.59
2026-07-22 14:00:00,3572.9
2026-07-22 15:00:00,3283.17
2026-07-22 16:00:00,2247.35
2026-07-22 17:00:00,2253.82
2026-07-22 18:00:00,3637.22
2026-07-22 19:00:00,3821.88
2026-07-22 20:00:00,3824.32
2026-07-22 21:00:00,3813.33
2026-07-22 22:00:00,2945.53
2026-07-22 23:00:00,2433.01
2026-07-23 00:00:00,3042.19
2026-07-23 01:00:00,2895.81
2026-07-23 02:00:00,2902.34
2026-07-23 03:00:00,2939.45
2026-07-23 04:00:00,2968.57
2026-07-23 05:00:00,2522.67
2026-07-23 06:00:00,3135.87
2026-07-23 07:00:00,4304.83
2026-07-23 08:00:00,3644.43
2026-07-23 09:00:00,3674.85
2026-07-23 10:00:00,3404.7
2026-07-23 11:00:00,3605.14
2026-07-23 12:00:00,3627.64
2026-07-23 13:00:00,3821.01
2026-07-23 14:00:00,4317.96
2026-07-23 15:00:00,3639.55
2026-07-23 16:00:00,3385.35
2026-07-23 17:00:00,2905.02
2026-07-23 18:00:00,2903.96
2026-07-23 19:00:00,3487.16
2026-07-23 20:00:00,3680.9
2026-07-23 21:00:00,3929.18
2026-07-23 22:00:00,3888.84
2026-07-23 23:00:00,2909.56
2026-07-24 00:00:00,3299.35
2026-07-24 01:00:00,2720.26
2026-07-24 02:00:00,2253.59
2026-07-24 03:00:00,2260.01
2026-07-24 04:00:00,2222.04
2026-07-24 05:00:00,2231.48
2026-07-24 06:00:00,3926.61
2026-07-24 07:00:00,3797.06
