时间,出厂水压力,出厂水流量,1#泵运行频率,6#泵运行频率,1#送水泵运行,2#送水泵运行,6#送水泵运行
2025-01-01 00:00:00,0.301,1621.64,40.3,0.0,1.0,0.0,0.0
2025-01-01 01:00:00,0.301,1487.81,39.55,0.0,1.0,0.0,0.0
2025-01-01 02:00:00,0.301,1408.24,39.13,0.0,1.0,0.0,0.0
2025-01-01 03:00:00,0.301,1389.97,38.91,0.0,1.0,0.0,0.0
2025-01-01 04:00:00,0.3,1446.76,38.89,0.0,1.0,0.0,0.0
2025-01-01 05:00:00,0.299,1565.94,39.29,0.0,1.0,0.0,0.0
2025-01-01 06:00:00,0.38,1902.13,45.12,0.0,1.0,0.0,0.0
2025-01-01 07:00:00,0.379,2586.62,48.54,0.0,1.0,0.0,0.0
2025-01-01 08:00:00,0.378,3263.89,43.95,42.9,1.0,0.0,0.0
2025-01-01 09:00:00,0.378,3615.45,44.49,43.96,1.0,0.0,1.0
2025-01-01 10:00:00,0.38,3561.02,44.55,43.96,1.0,0.0,1.0
2025-01-01 11:00:00,0.38,3245.44,43.55,43.96,1.0,0.0,1.0
2025-01-01 12:00:00,0.35,3182.33,41.18,43.96,1.0,0.0,1.0
2025-01-01 13:00:00,0.351,3010.16,40.92,43.96,1.0,0.0,1.0
2025-01-01 14:00:00,0.349,2979.06,50.0,0.0,1.0,0.0,1.0
2025-01-01 15:00:00,0.351,2719.18,48.51,0.0,1.0,0.0,0.0
2025-01-01 16:00:00,0.35,2720.45,48.44,0.0,1.0,0.0,0.0
2025-01-01 17:00:00,0.379,2908.71,48.57,11.29,1.0,0.0,0.0
2025-01-01 18:00:00,0.377,2944.88,50.0,0.0,1.0,0.0,0.0
2025-01-01 19:00:00,0.381,3114.87,45.36,41.87,1.0,0.0,0.0
2025-01-01 20:00:00,0.381,3218.68,45.51,41.87,1.0,0.0,1.0
2025-01-01 21:00:00,0.381,2974.54,44.78,41.88,1.0,0.0,1.0
2025-01-01 22:00:00,0.375,2433.45,46.49,0.0,1.0,0.0,1.0
2025-01-01 23:00:00,0.349,1972.66,44.21,0.0,1.0,0.0,0.0
2025-01-02 00:00:00,0.3,1898.15,41.47,0.0,1.0,0.0,0.0
2025-01-02 01:00:00,0.302,1789.46,40.96,0.0,1.0,0.0,0.0
2025-01-02 02:00:00,0.3,1789.1,40.9,0.0,1.0,0.0,0.0
2025-01-02 03:00:00,0.3,1359.77,38.96,0.0,1.0,0.0,0.0
2025-01-02 04:00:00,0.3,1431.03,39.13,0.0,1.0,0.0,0.0
2025-01-02 05:00:00,0.303,1554.9,39.51,0.0,1.0,0.0,0.0
2025-01-02 06:00:00,0.38,2141.2,46.41,0.0,1.0,0.0,0.0
2025-01-02 07:00:00,0.381,3263.89,46.94,41.87,1.0,0.0,0.0
2025-01-02 08:00:00,0.38,3481.45,44.32,43.96,1.0,0.0,1.0
2025-01-02 09:00:00,0.38,3560.47,44.65,43.96,1.0,0.0,1.0
2025-01-02 10:00:00,0.381,3634.98,45.62,43.96,1.0,0.0,1.0
2025-01-02 11:00:00,0.379,3518.88,44.76,43.96,1.0,0.0,1.0
2025-01-02 12:00:00,0.35,3368.96,41.43,43.96,1.0,0.0,1.0
2025-01-02 13:00:00,0.351,3313.44,41.34,43.96,1.0,0.0,1.0
2025-01-02 14:00:00,0.351,3409.29,41.47,43.96,1.0,0.0,1.0
2025-01-02 15:00:00,0.352,3189.56,40.99,43.96,1.0,0.0,1.0
2025-01-02 16:00:00,0.351,2972.37,40.33,43.96,1.0,0.0,1.0
2025-01-02 17:00:00,0.38,2901.84,42.46,43.95,1.0,0.0,1.0
2025-01-02 18:00:00,0.38,3111.8,42.92,43.95,1.0,0.0,1.0
2025-01-02 19:00:00,0.381,3243.63,43.33,43.95,1.0,0.0,1.0
2025-01-02 20:00:00,0.38,3357.39,43.79,43.96,1.0,0.0,1.0
2025-01-02 21:00:00,0.381,3366.97,43.91,43.94,1.0,0.0,1.0
2025-01-02 22:00:00,0.356,2909.79,43.61,43.93,1.0,0.0,1.0
2025-01-02 23:00:00,0.35,2009.73,44.73,0.0,1.0,0.0,0.0
2025-01-03 00:00:00,0.301,1695.6,40.56,0.0,1.0,0.0,0.0
2025-01-03 01:00:00,0.302,1550.38,39.84,0.0,1.0,0.0,0.0
2025-01-03 02:00:00,0.301,1494.5,39.39,0.0,1.0,0.0,0.0
2025-01-03 03:00:00,0.299,1536.46,39.32,0.0,1.0,0.0,0.0
2025-01-03 04:00:00,0.3,1610.97,39.84,0.0,1.0,0.0,0.0
2025-01-03 05:00:00,0.35,2021.3,45.27,0.0,1.0,0.0,0.0
2025-01-03 06:00:00,0.378,2545.21,48.09,0.0,1.0,0.0,0.0
2025-01-03 07:00:00,0.378,3592.48,47.59,41.87,1.0,0.0,0.0
2025-01-03 08:00:00,0.38,3780.2,47.91,41.88,1.0,0.0,1.0
2025-01-03 09:00:00,0.379,3938.44,45.44,44.97,1.0,0.0,1.0
2025-01-03 10:00:00,0.38,3623.95,44.18,44.97,1.0,0.0,1.0
2025-01-03 11:00:00,0.381,3431.89,43.5,44.97,1.0,0.0,1.0
2025-01-03 12:00:00,0.351,3790.33,43.39,43.96,1.0,0.0,1.0
2025-01-03 13:00:00,0.35,3881.65,44.05,43.96,1.0,0.0,1.0
2025-01-03 14:00:00,0.35,3295.72,42.11,42.9,1.0,0.0,1.0
2025-01-03 15:00:00,0.351,3152.31,42.34,41.88,1.0,0.0,1.0
2025-01-03 16:00:00,0.349,2967.3,49.89,0.0,1.0,0.0,0.0
2025-01-03 17:00:00,0.38,3038.92,43.78,42.9,1.0,0.0,0.0
2025-01-03 18:00:00,0.38,3076.53,43.55,42.91,1.0,0.0,1.0
2025-01-03 19:00:00,0.381,3328.63,44.15,43.96,1.0,0.0,1.0
2025-01-03 20:00:00,0.38,3252.31,43.4,43.96,1.0,0.0,1.0
2025-01-03 21:00:00,0.381,3184.14,43.61,43.96,1.0,0.0,1.0
2025-01-03 22:00:00,0.365,2790.98,48.12,0.0,1.0,0.0,1.0
2025-01-03 23:00:00,0.351,2064.16,45.06,0.0,1.0,0.0,0.0
2025-01-04 00:00:00,0.301,1552.01,40.04,0.0,1.0,0.0,0.0
2025-01-04 01:00:00,0.301,1479.67,39.64,0.0,1.0,0.0,0.0
2025-01-04 02:00:00,0.3,1429.22,39.24,0.0,1.0,0.0,0.0
2025-01-04 03:00:00,0.301,1425.6,39.12,0.0,1.0,0.0,0.0
2025-01-04 04:00:00,0.3,1487.63,39.11,0.0,1.0,0.0,0.0
2025-01-04 05:00:00,0.303,1538.09,39.35,0.0,1.0,0.0,0.0
2025-01-04 06:00:00,0.378,2324.04,47.19,0.0,1.0,0.0,0.0
2025-01-04 07:00:00,0.378,2986.11,49.62,0.0,1.0,0.0,0.0
2025-01-04 08:00:00,0.379,3471.14,44.85,42.9,1.0,0.0,1.0
2025-01-04 09:00:00,0.379,3731.01,46.51,42.9,1.0,0.0,1.0
2025-01-04 10:00:00,0.381,3645.29,46.39,42.9,1.0,0.0,1.0
2025-01-04 11:00:00,0.38,3281.07,44.74,42.9,1.0,0.0,1.0
2025-01-04 12:00:00,0.351,3113.61,41.71,42.9,1.0,0.0,1.0
2025-01-04 13:00:00,0.349,3137.48,41.59,42.9,1.0,0.0,1.0
2025-01-04 14:00:00,0.351,3002.57,41.1,42.9,1.0,0.0,1.0
2025-01-04 15:00:00,0.349,2810.69,48.23,0.0,1.0,0.0,1.0
2025-01-04 16:00:00,0.349,3007.63,49.97,0.0,1.0,0.0,0.0
2025-01-04 17:00:00,0.377,3040.73,50.0,27.63,1.0,0.0,0.0
2025-01-04 18:00:00,0.38,3081.96,44.71,41.88,1.0,0.0,1.0
2025-01-04 19:00:00,0.38,3058.81,43.19,43.42,1.0,0.0,1.0
2025-01-04 20:00:00,0.38,3228.44,43.57,43.43,1.0,0.0,1.0
2025-01-04 21:00:00,0.38,3053.2,43.49,43.43,1.0,0.0,1.0
2025-01-04 22:00:00,0.369,2725.15,49.67,0.0,1.0,0.0,1.0
2025-01-04 23:00:00,0.351,2632.74,48.06,0.0,1.0,0.0,0.0
2025-01-05 00:00:00,0.301,2039.57,42.28,0.0,1.0,0.0,0.0
2025-01-05 01:00:00,0.301,1526.69,39.71,0.0,1.0,0.0,0.0
2025-01-05 02:00:00,0.301,1487.09,39.34,0.0,1.0,0.0,0.0
2025-01-05 03:00:00,0.3,1403.72,38.88,0.0,1.0,0.0,0.0
2025-01-05 04:00:00,0.3,1528.5,39.22,0.0,1.0,0.0,0.0
2025-01-05 05:00:00,0.302,1572.27,39.35,0.0,1.0,0.0,0.0
2025-01-05 06:00:00,0.38,2072.66,45.8,0.0,1.0,0.0,0.0
2025-01-05 07:00:00,0.377,2677.95,49.08,0.0,1.0,0.0,0.0
2025-01-05 08:00:00,0.379,3195.17,43.75,42.9,1.0,0.0,0.0
2025-01-05 09:00:00,0.38,3260.45,44.04,42.9,1.0,0.0,1.0
2025-01-05 10:00:00,0.38,3221.75,43.85,42.9,1.0,0.0,1.0
2025-01-05 11:00:00,0.38,3102.94,43.5,42.9,1.0,0.0,1.0
2025-01-05 12:00:00,0.349,3165.15,41.4,42.9,1.0,0.0,1.0
2025-01-05 13:00:00,0.35,3117.59,41.5,42.9,1.0,0.0,1.0
2025-01-05 14:00:00,0.349,3106.73,47.38,38.66,1.0,0.0,0.0
2025-01-05 15:00:00,0.35,2758.25,47.46,0.0,1.0,0.0,1.0
2025-01-05 16:00:00,0.349,2902.2,49.39,0.0,1.0,0.0,0.0
2025-01-05 17:00:00,0.38,2989.91,44.42,41.87,1.0,0.0,1.0
2025-01-05 18:00:00,0.379,3184.32,45.22,41.88,1.0,0.0,1.0
2025-01-05 19:00:00,0.38,3397.35,46.54,41.88,1.0,0.0,1.0
2025-01-05 20:00:00,0.379,3358.47,46.34,41.88,1.0,0.0,1.0
2025-01-05 21:00:00,0.381,3349.43,44.0,43.96,1.0,0.0,1.0
2025-01-05 22:00:00,0.378,2722.98,49.09,0.0,1.0,0.0,1.0
2025-01-05 23:00:00,0.35,1929.25,44.06,0.0,1.0,0.0,0.0
2025-01-06 00:00:00,0.3,1514.03,39.53,0.0,1.0,0.0,0.0
2025-01-06 01:00:00,0.302,1400.64,39.08,0.0,1.0,0.0,0.0
2025-01-06 02:00:00,0.301,1377.5,38.86,0.0,1.0,0.0,0.0
2025-01-06 03:00:00,0.299,1414.21,38.84,0.0,1.0,0.0,0.0
2025-01-06 04:00:00,0.3,1444.59,39.0,0.0,1.0,0.0,0.0
2025-01-06 05:00:00,0.301,1669.02,39.84,0.0,1.0,0.0,0.0
2025-01-06 06:00:00,0.379,2245.19,46.32,0.0,1.0,0.0,0.0
2025-01-06 07:00:00,0.379,3398.8,44.66,42.9,1.0,0.0,1.0
2025-01-06 08:00:00,0.379,3579.82,44.31,44.44,1.0,0.0,1.0
2025-01-06 09:00:00,0.38,3823.42,45.51,44.45,1.0,0.0,1.0
2025-01-06 10:00:00,0.38,3625.76,44.92,44.44,1.0,0.0,1.0
2025-01-06 11:00:00,0.38,3457.21,44.14,44.44,1.0,0.0,1.0
2025-01-06 12:00:00,0.351,3428.28,41.52,44.44,1.0,0.0,1.0
2025-01-06 13:00:00,0.349,3324.65,40.97,44.44,1.0,0.0,1.0
2025-01-06 14:00:00,0.35,3701.17,42.0,44.44,1.0,0.0,1.0
2025-01-06 15:00:00,0.349,3643.84,41.66,44.44,1.0,0.0,1.0
2025-01-06 16:00:00,0.349,3057.0,40.23,44.44,1.0,0.0,1.0
2025-01-06 17:00:00,0.38,3257.56,42.94,44.44,1.0,0.0,1.0
2025-01-06 18:00:00,0.38,3142.18,42.76,44.44,1.0,0.0,1.0
2025-01-06 19:00:00,0.38,3338.04,43.29,44.44,1.0,0.0,1.0
2025-01-06 20:00:00,0.379,3370.41,43.38,44.44,1.0,0.0,1.0
2025-01-06 21:00:00,0.38,3236.94,43.56,44.44,1.0,0.0,1.0
2025-01-06 22:00:00,0.353,2752.64,46.57,0.0,1.0,0.0,1.0
2025-01-06 23:00:00,0.349,1934.5,44.41,0.0,1.0,0.0,0.0
2025-01-07 00:00:00,0.3,1581.67,40.0,0.0,1.0,0.0,0.0
2025-01-07 01:00:00,0.301,1426.32,39.3,0.0,1.0,0.0,0.0
2025-01-07 02:00:00,0.302,1396.48,39.09,0.0,1.0,0.0,0.0
2025-01-07 03:00:00,0.299,1436.81,38.97,0.0,1.0,0.0,0.0
2025-01-07 04:00:00,0.3,1452.18,39.02,0.0,1.0,0.0,0.0
2025-01-07 05:00:00,0.355,1875.36,45.12,0.0,1.0,0.0,0.0
2025-01-07 06:00:00,0.379,2220.59,46.52,0.0,1.0,0.0,0.0
2025-01-07 07:00:00,0.378,3388.67,46.39,41.86,1.0,0.0,0.0
2025-01-07 08:00:00,0.38,3460.29,46.33,41.87,1.0,0.0,1.0
2025-01-07 09:00:00,0.38,3587.6,46.99,41.88,1.0,0.0,1.0
2025-01-07 10:00:00,0.381,3340.39,43.86,43.94,1.0,0.0,1.0
2025-01-07 11:00:00,0.381,3248.52,43.58,43.94,1.0,0.0,1.0
2025-01-07 12:00:00,0.352,3237.12,41.9,42.9,1.0,0.0,1.0
2025-01-07 13:00:00,0.35,3095.88,41.46,42.9,1.0,0.0,1.0
2025-01-07 14:00:00,0.35,2964.95,41.1,42.9,1.0,0.0,1.0
2025-01-07 15:00:00,0.351,3045.07,41.64,42.9,1.0,0.0,1.0
2025-01-07 16:00:00,0.351,2873.26,43.78,39.71,1.0,0.0,1.0
2025-01-07 17:00:00,0.379,3039.1,43.78,42.4,1.0,0.0,1.0
2025-01-07 18:00:00,0.38,2994.79,43.78,42.24,1.0,0.0,1.0
2025-01-07 19:00:00,0.381,3272.21,43.78,43.46,1.0,0.0,1.0
2025-01-07 20:00:00,0.381,3315.79,43.78,43.9,1.0,0.0,1.0
2025-01-07 21:00:00,0.381,3837.71,43.78,47.35,1.0,0.0,1.0
2025-01-07 22:00:00,0.377,3452.15,43.79,45.84,1.0,0.0,1.0
2025-01-07 23:00:00,0.351,2019.31,0.25,43.83,1.0,0.0,1.0
2025-01-08 00:00:00,0.301,1577.87,0.25,39.11,0.0,0.0,1.0
2025-01-08 01:00:00,0.301,1456.16,0.25,38.5,0.0,0.0,1.0
2025-01-08 02:00:00,0.301,1422.16,0.25,38.18,0.0,0.0,1.0
2025-01-08 03:00:00,0.299,1622.9,0.25,38.9,0.0,0.0,1.0
2025-01-08 04:00:00,0.301,1607.35,0.25,38.78,0.0,0.0,1.0
2025-01-08 05:00:00,0.303,1768.84,0.25,39.33,0.0,0.0,1.0
2025-01-08 06:00:00,0.378,2203.78,0.25,45.45,0.0,0.0,1.0
2025-01-08 07:00:00,0.378,3320.31,43.78,44.67,0.0,0.0,1.0
2025-01-08 08:00:00,0.381,3651.62,43.79,45.14,1.0,0.0,1.0
2025-01-08 09:00:00,0.381,3534.07,44.3,44.24,1.0,0.0,1.0
2025-01-08 10:00:00,0.38,3401.69,44.29,43.96,1.0,0.0,1.0
2025-01-08 11:00:00,0.381,3207.47,43.78,43.8,1.0,0.0,1.0
2025-01-08 12:00:00,0.35,3307.83,42.77,42.09,1.0,0.0,1.0
2025-01-08 13:00:00,0.35,3282.88,42.77,41.97,1.0,0.0,1.0
2025-01-08 14:00:00,0.349,3071.83,41.76,42.02,1.0,0.0,1.0
2025-01-08 15:00:00,0.352,3113.25,41.76,41.93,1.0,0.0,1.0
2025-01-08 16:00:00,0.35,3096.25,41.77,41.62,1.0,0.0,1.0
2025-01-08 17:00:00,0.381,3098.24,44.82,41.88,1.0,0.0,1.0
2025-01-08 18:00:00,0.381,3316.7,44.82,42.58,1.0,0.0,1.0
2025-01-08 19:00:00,0.381,3227.9,44.82,42.59,1.0,0.0,1.0
2025-01-08 20:00:00,0.379,3447.63,44.3,43.64,1.0,0.0,1.0
2025-01-08 21:00:00,0.381,3254.49,44.3,43.33,1.0,0.0,1.0
2025-01-08 22:00:00,0.364,2761.14,0.25,45.81,1.0,0.0,1.0
2025-01-08 23:00:00,0.35,2087.67,0.25,44.1,0.0,0.0,1.0
2025-01-09 00:00:00,0.3,1788.19,0.25,40.01,0.0,0.0,1.0
2025-01-09 01:00:00,0.301,1488.35,0.25,38.48,0.0,0.0,1.0
2025-01-09 02:00:00,0.301,1501.74,0.25,38.4,0.0,0.0,1.0
2025-01-09 03:00:00,0.299,1503.18,0.25,38.28,0.0,0.0,1.0
2025-01-09 04:00:00,0.301,1532.3,0.25,38.32,0.0,0.0,1.0
2025-01-09 05:00:00,0.303,1572.27,0.25,38.4,0.0,0.0,1.0
2025-01-09 06:00:00,0.378,2260.92,0.25,44.82,0.0,0.0,1.0
2025-01-09 07:00:00,0.379,3312.36,43.78,43.05,1.0,0.0,1.0
2025-01-09 08:00:00,0.38,3316.15,43.78,43.39,1.0,0.0,1.0
2025-01-09 09:00:00,0.379,3485.06,43.78,44.46,1.0,0.0,1.0
2025-01-09 10:00:00,0.38,3615.63,43.78,45.48,1.0,0.0,1.0
2025-01-09 11:00:00,0.38,3919.45,43.78,47.11,1.0,0.0,1.0
2025-01-09 12:00:00,0.35,3870.26,43.79,44.15,1.0,0.0,1.0
2025-01-09 13:00:00,0.351,3206.2,43.78,41.09,1.0,0.0,1.0
2025-01-09 14:00:00,0.351,3176.18,43.79,40.75,1.0,0.0,1.0
2025-01-09 15:00:00,0.35,2836.01,0.25,47.65,1.0,0.0,1.0
2025-01-09 16:00:00,0.351,2785.55,0.25,47.62,0.0,0.0,1.0
2025-01-09 17:00:00,0.381,2953.38,6.86,49.33,0.0,0.0,1.0
2025-01-09 18:00:00,0.38,3049.23,45.83,41.34,1.0,0.0,1.0
2025-01-09 19:00:00,0.381,3426.65,45.83,42.26,1.0,0.0,1.0
2025-01-09 20:00:00,0.38,3325.2,45.83,42.07,1.0,0.0,1.0
2025-01-09 21:00:00,0.379,3264.61,44.31,42.77,1.0,0.0,1.0
2025-01-09 22:00:00,0.379,2779.59,0.25,45.32,1.0,0.0,1.0
2025-01-09 23:00:00,0.35,1973.92,0.25,43.76,0.0,0.0,1.0
2025-01-10 00:00:00,0.352,1720.38,0.25,42.23,0.0,0.0,1.0
2025-01-10 01:00:00,0.35,1571.9,0.25,41.42,0.0,0.0,1.0
2025-01-10 02:00:00,0.351,1553.64,0.25,41.28,0.0,0.0,1.0
2025-01-10 03:00:00,0.35,1545.14,0.25,41.16,0.0,0.0,1.0
2025-01-10 04:00:00,0.351,1657.08,0.25,41.69,0.0,0.0,1.0
2025-01-10 05:00:00,0.352,1630.32,0.25,41.53,0.0,0.0,1.0
2025-01-10 06:00:00,0.378,2212.64,0.25,45.62,0.0,0.0,1.0
2025-01-10 07:00:00,0.378,3249.96,37.63,48.44,0.0,0.0,1.0
2025-01-10 08:00:00,0.38,3423.76,43.78,44.18,1.0,0.0,1.0
2025-01-10 09:00:00,0.379,3851.45,43.78,46.48,1.0,0.0,1.0
2025-01-10 10:00:00,0.382,3705.15,43.78,46.27,1.0,0.0,1.0
2025-01-10 11:00:00,0.38,3495.19,0.25,41.02,1.0,0.0,1.0
2025-01-10 12:00:00,0.35,3280.53,0.25,39.08,0.0,1.0,1.0
2025-01-10 13:00:00,0.351,3158.64,0.25,38.66,0.0,1.0,1.0
2025-01-10 14:00:00,0.35,3105.83,0.25,38.26,0.0,1.0,1.0
2025-01-10 15:00:00,0.351,3226.63,0.25,38.47,0.0,1.0,1.0
2025-01-10 16:00:00,0.35,3060.98,43.78,39.93,0.0,1.0,1.0
2025-01-10 17:00:00,0.379,3084.67,43.78,42.22,1.0,0.0,1.0
2025-01-10 18:00:00,0.381,3209.09,43.79,42.92,1.0,0.0,1.0
2025-01-10 19:00:00,0.379,3015.05,43.78,42.16,1.0,0.0,1.0
2025-01-10 20:00:00,0.38,3250.69,43.78,42.98,1.0,0.0,1.0
2025-01-10 21:00:00,0.379,3478.55,43.79,44.53,1.0,0.0,1.0
2025-01-10 22:00:00,0.353,3413.99,43.79,41.95,1.0,0.0,1.0
2025-01-10 23:00:00,0.351,1992.55,0.25,43.71,1.0,0.0,1.0
2025-01-11 00:00:00,0.3,1586.19,0.25,38.98,0.0,0.0,1.0
2025-01-11 01:00:00,0.302,1466.11,0.25,38.47,0.0,0.0,1.0
2025-01-11 02:00:00,0.301,1413.48,0.25,38.03,0.0,0.0,1.0
2025-01-11 03:00:00,0.299,1458.15,0.25,37.92,0.0,0.0,1.0
2025-01-11 04:00:00,0.301,1519.82,0.25,38.19,0.0,0.0,1.0
2025-01-11 05:00:00,0.353,1935.4,0.25,44.04,0.0,0.0,1.0
2025-01-11 06:00:00,0.381,2100.51,0.25,45.02,0.0,0.0,1.0
2025-01-11 07:00:00,0.379,2967.48,0.25,47.92,0.0,0.0,1.0
2025-01-11 08:00:00,0.378,3516.17,42.76,45.82,1.0,0.0,1.0
2025-01-11 09:00:00,0.38,3818.36,44.82,44.74,1.0,0.0,1.0
2025-01-11 10:00:00,0.38,3770.07,45.8,44.14,1.0,0.0,1.0
2025-01-11 11:00:00,0.381,3307.83,43.78,44.2,1.0,0.0,1.0
2025-01-11 12:00:00,0.351,3362.99,42.77,42.22,1.0,0.0,1.0
2025-01-11 13:00:00,0.351,3218.68,42.77,41.59,1.0,0.0,1.0
2025-01-11 14:00:00,0.351,3198.97,42.77,41.24,1.0,0.0,1.0
2025-01-11 15:00:00,0.352,2950.12,42.77,40.5,1.0,0.0,1.0
2025-01-11 16:00:00,0.349,3053.2,0.25,49.36,0.0,0.0,1.0
2025-01-11 17:00:00,0.379,3199.15,43.78,42.92,0.0,0.0,1.0
2025-01-11 18:00:00,0.381,2993.53,43.78,42.28,1.0,0.0,1.0
2025-01-11 19:00:00,0.38,3201.32,43.78,43.15,1.0,0.0,1.0
2025-01-11 20:00:00,0.38,3220.85,43.78,43.32,1.0,0.0,1.0
2025-01-11 21:00:00,0.38,3296.98,43.78,44.06,1.0,0.0,1.0
2025-01-11 22:00:00,0.362,2759.69,0.25,46.71,1.0,0.0,1.0
2025-01-11 23:00:00,0.351,2063.08,0.25,44.18,0.0,0.0,1.0
2025-01-12 00:00:00,0.301,1585.83,0.25,39.14,0.0,0.0,1.0
2025-01-12 01:00:00,0.301,1458.88,0.25,38.46,0.0,0.0,1.0
2025-01-12 02:00:00,0.301,1444.05,0.25,38.26,0.0,0.0,1.0
2025-01-12 03:00:00,0.301,1474.79,0.25,38.22,0.0,0.0,1.0
2025-01-12 04:00:00,0.3,1523.8,0.25,38.26,0.0,0.0,1.0
2025-01-12 05:00:00,0.303,1553.1,0.25,38.16,0.0,0.0,1.0
2025-01-12 06:00:00,0.38,2096.35,0.25,45.05,0.0,0.0,1.0
2025-01-12 07:00:00,0.378,2928.6,0.25,47.47,0.0,0.0,1.0
2025-01-12 08:00:00,0.379,3463.36,43.78,44.0,1.0,0.0,1.0
2025-01-12 09:00:00,0.38,3946.22,44.82,45.37,1.0,0.0,1.0
2025-01-12 10:00:00,0.381,4001.92,45.81,45.18,1.0,0.0,1.0
2025-01-12 11:00:00,0.38,3688.15,45.81,43.61,1.0,0.0,1.0
2025-01-12 12:00:00,0.35,4001.74,45.82,42.41,1.0,0.0,1.0
2025-01-12 13:00:00,0.35,3843.68,43.29,43.68,1.0,0.0,1.0
2025-01-12 14:00:00,0.35,3247.07,43.29,41.67,1.0,0.0,1.0
2025-01-12 15:00:00,0.35,2999.31,41.76,41.13,1.0,0.0,1.0
2025-01-12 16:00:00,0.349,3123.73,41.76,41.64,1.0,0.0,1.0
2025-01-12 17:00:00,0.379,3172.38,41.76,47.22,1.0,0.0,1.0
2025-01-12 18:00:00,0.381,3355.76,43.78,43.73,1.0,0.0,1.0
2025-01-12 19:00:00,0.38,3350.88,43.78,43.8,1.0,0.0,1.0
2025-01-12 20:00:00,0.381,3471.5,43.78,44.16,1.0,0.0,1.0
2025-01-12 21:00:00,0.381,3221.39,43.78,44.01,1.0,0.0,1.0
2025-01-12 22:00:00,0.376,2651.01,0.25,47.7,1.0,0.0,1.0
2025-01-12 23:00:00,0.351,1949.15,0.25,43.43,0.0,0.0,1.0
2025-01-13 00:00:00,0.3,1532.66,0.25,38.81,0.0,0.0,1.0
2025-01-13 01:00:00,0.301,1394.86,0.25,38.08,0.0,0.0,1.0
2025-01-13 02:00:00,0.301,1384.55,0.25,37.93,0.0,0.0,1.0
2025-01-13 03:00:00,0.3,1400.82,0.25,37.8,0.0,0.0,1.0
2025-01-13 04:00:00,0.301,1431.03,0.25,37.87,0.0,0.0,1.0
2025-01-13 05:00:00,0.302,1543.69,0.25,38.16,0.0,0.0,1.0
2025-01-13 06:00:00,0.378,2358.76,0.25,46.15,0.0,0.0,1.0
2025-01-13 07:00:00,0.378,3421.22,43.78,44.27,0.0,0.0,1.0
2025-01-13 08:00:00,0.381,3688.51,44.82,44.62,1.0,0.0,1.0
2025-01-13 09:00:00,0.381,3985.28,44.82,45.85,1.0,0.0,1.0
2025-01-13 10:00:00,0.38,3779.66,44.82,45.16,1.0,0.0,1.0
2025-01-13 11:00:00,0.38,3529.37,44.82,44.05,1.0,0.0,1.0
2025-01-13 12:00:00,0.351,3308.56,44.82,40.89,1.0,0.0,1.0
2025-01-13 13:00:00,0.351,3271.67,44.82,40.64,1.0,0.0,1.0
2025-01-13 14:00:00,0.351,3182.15,44.82,40.3,1.0,0.0,1.0
2025-01-13 15:00:00,0.351,3102.94,44.82,40.03,1.0,0.0,1.0
2025-01-13 16:00:00,0.351,3032.41,44.82,39.64,1.0,0.0,1.0
2025-01-13 17:00:00,0.38,3102.76,44.82,41.89,1.0,0.0,1.0
2025-01-13 18:00:00,0.379,3131.87,44.82,41.91,1.0,0.0,1.0
2025-01-13 19:00:00,0.38,3274.02,44.82,42.29,1.0,0.0,1.0
2025-01-13 20:00:00,0.38,3401.69,44.82,42.79,1.0,0.0,1.0
2025-01-13 21:00:00,0.382,3323.03,44.82,42.9,1.0,0.0,1.0
2025-01-13 22:00:00,0.371,2929.15,0.25,47.86,1.0,0.0,1.0
2025-01-13 23:00:00,0.35,2623.34,0.25,46.81,0.0,0.0,1.0
2025-01-14 00:00:00,0.3,2016.78,0.25,41.02,0.0,0.0,1.0
2025-01-14 01:00:00,0.301,1531.39,0.25,38.58,0.0,0.0,1.0
2025-01-14 02:00:00,0.301,1462.31,0.25,38.25,0.0,0.0,1.0
2025-01-14 03:00:00,0.301,1456.34,0.25,38.15,0.0,0.0,1.0
2025-01-14 04:00:00,0.301,1494.86,0.25,38.23,0.0,0.0,1.0
2025-01-14 05:00:00,0.302,1616.75,0.25,38.59,0.0,0.0,1.0
2025-01-14 06:00:00,0.378,2298.18,0.25,46.1,0.0,0.0,1.0
2025-01-14 07:00:00,0.379,3018.48,0.25,49.82,0.0,0.0,1.0
2025-01-14 08:00:00,0.38,3622.32,45.8,42.87,1.0,0.0,1.0
2025-01-14 09:00:00,0.379,3868.09,44.3,45.67,1.0,0.0,1.0
2025-01-14 10:00:00,0.381,3676.76,44.3,45.18,1.0,0.0,1.0
2025-01-14 11:00:00,0.381,3171.84,44.3,42.98,1.0,0.0,1.0
2025-01-14 12:00:00,0.35,3288.3,44.3,40.93,1.0,0.0,1.0
2025-01-14 13:00:00,0.35,2951.75,44.31,39.92,1.0,0.0,1.0
2025-01-14 14:00:00,0.349,3044.52,44.31,39.82,1.0,0.0,1.0
2025-01-14 15:00:00,0.351,2844.33,44.3,39.26,1.0,0.0,1.0
2025-01-14 16:00:00,0.35,2810.51,44.3,39.0,1.0,0.0,1.0
2025-01-14 17:00:00,0.379,2915.58,44.3,41.48,1.0,0.0,1.0
2025-01-14 18:00:00,0.379,3029.69,44.3,41.88,1.0,0.0,1.0
