epoch,train_loss,test_loss,flow_mae,flow_rmse,flow_mape,lr
1,0.2403345182,0.07014877060399954,186.70146,253.32714150876134,6.25133795343384,0.0004986304738420684
2,0.08613677353508993,0.06214632778952187,173.1531,238.44017855638342,5.735527343729806,0.0004945369001834514
3,0.07043544489603776,0.05937088848202062,168.64409,233.05501630516343,5.595054983697723,0.0004877641290737884
4,0.06419148470393529,0.059770161133134984,174.16684,233.83736669424758,5.922774787742554,0.0004783863644106502
5,0.059323726100276926,0.05783930681306178,165.3082,230.02935444470995,5.479348649840049,0.00046650635094610973
6,0.056147329471829925,0.05705008214186753,165.91347,228.45456502606814,5.549579501725312,0.0004522542485937369
7,0.05405014378122482,0.05828226287495401,166.68413,230.90849784059486,5.5702904397340705,0.00043578620636934855
8,0.051422331595626695,0.056758075499607076,164.8038,227.8691544779591,5.534241123247571,0.0004172826515897146
9,0.05025188935046293,0.05910942200741145,168.92256,232.5412849769907,5.685417381600841,0.0003969463130731183
10,0.04885716030675351,0.05703317162249588,169.4023,228.42069876655225,5.727123050428559,0.000375
11,0.047835340447946094,0.05356412130693897,160.06345,221.36486248668734,5.345136179046365,0.0003516841607689501
12,0.046425753452901376,0.056574572579748364,163.6183,227.5004893538693,5.476797747204406,0.00032725424859373687
13,0.045961889316981405,0.056362072600329174,163.61902,227.07283901592018,5.487137901148302,0.0003019779227044398
14,0.04451762387993946,0.05546135271936202,163.35023,225.25110987517908,5.461403505613033,0.0002761321158169134
15,0.044074605815288034,0.056514730444885676,165.52286,227.38014528263017,5.575214983173184,0.00025000000000000006
16,0.0430524595304037,0.055263155544782484,162.14769,224.84826480873718,5.410700759837902,0.00022386788418308668
17,0.042474025457489246,0.057261858282661726,166.6817,228.87820007320488,5.593908107330471,0.00019802207729556015
18,0.041566390162874806,0.05426820421925432,160.65398,222.8149982328389,5.35859415337852,0.00017274575140626317
19,0.04127774067351732,0.055290015057680456,162.2691,224.90290439709756,5.397337809698765,0.00014831583923104996
20,0.040701883825439863,0.05591005089163418,165.55418,226.16044498320213,5.5234831892334135,0.00012500000000000006
21,0.04049532100254176,0.05452778334177374,161.80104,223.34725450237798,5.4016358259228285,0.00010305368692688174
