epoch,train_loss,test_loss,flow_mae,flow_rmse,flow_mape,lr
1,0.3503595553646403,,,,inf,0.0004986304738420684
2,0.1587379704083293,0.07926257027358544,201.51593017578125,269.04493990316934,6.879000230614879,0.0004945369001834514
3,0.11753484883830567,0.07926257027358544,201.51593017578125,269.04493990316934,6.879000230614879,0.0004877641290737884
4,0.10771430351517418,0.06273454127878678,178.57745361328125,240.61870933335587,5.986276337680653,0.0004783863644106502
5,0.0990432697263631,0.06273454127878678,178.57745361328125,240.61870933335587,5.986276337680653,0.00046650635094610973
6,0.09467838082678062,0.06284158885842417,179.1826934814453,241.40744538538988,6.004086561421101,0.0004522542485937369
7,0.09311285824322503,0.06284158885842417,179.1826934814453,241.40744538538988,6.004086561421101,0.00043578620636934855
8,0.08899363961594164,0.06225050722316998,178.34214782714844,240.52023693444175,5.971482471835413,0.0004172826515897146
9,0.08749357432373299,0.06225050722316998,178.34214782714844,240.52023693444175,5.971482471835413,0.0003969463130731183
10,0.08588567991887243,0.06372614577412605,181.06202697753906,243.45300817098152,6.053810227360817,0.000375
11,0.08446993266255402,0.06372614577412605,181.06202697753906,243.45300817098152,6.053810227360817,0.0003516841607689501
12,0.08252503371928349,0.06430976628893759,181.2984619140625,244.57690668018924,6.070332752797595,0.00032725424859373687
13,0.08206003300907198,0.06430976628893759,181.2984619140625,244.57690668018924,6.070332752797595,0.0003019779227044398
14,0.0803418057886037,0.06455216793025412,182.2906036376953,245.06154360945743,6.107947171645836,0.0002761321158169134
15,0.07912532221679845,0.06455216793025412,182.2906036376953,245.06154360945743,6.107947171645836,0.00025000000000000006
16,0.0781675508815395,0.06762374528661007,186.5627899169922,250.37750404389368,6.269993614644413,0.00022386788418308668
17,0.07762295894386355,0.06762374528661007,186.5627899169922,250.37750404389368,6.269993614644413,0.00019802207729556015
18,0.07697393560458805,0.06356467815434061,179.6504364013672,242.92840702046354,6.0132177464137655,0.00017274575140626317
