epoch,train_loss,test_loss,flow_mae,flow_rmse,flow_mape,lr
1,0.16385609882785565,0.08611357319388033,204.47636,275.01340876400917,7.503904374617985,0.0009972609476841367
2,0.12315706028854528,0.08036146081798294,198.07428,265.669672714068,7.273897342648124,0.0009890738003669028
3,0.11454971642177268,0.07816992253271497,195.40047,262.02209472676157,7.172282220696475,0.0009755282581475768
4,0.10973386200438887,0.07588141137047817,192.3245,258.15809412547964,7.0864735661960205,0.0009567727288213005
5,0.10740029096103303,0.07496684664793292,189.05054,256.59767572505405,6.911914557293429,0.0009330127018922195
6,0.10368920829465518,0.0742156527668155,188.67206,255.30881270287165,6.8546210133293695,0.0009045084971874737
7,0.0996089213623948,0.07556199686926818,193.16402,257.6141888803876,7.069879050005225,0.0008715724127386971
8,0.09526046390504067,0.08746360642758103,213.25134,277.1607723867142,7.792578574256249,0.0008345653031794292
9,0.09204781848954854,0.0817833719284911,204.79507,268.0097362970234,7.477328605627625,0.0007938926261462366
10,0.08889539862919929,0.08668852058804266,211.61526,275.9299616750599,7.796888742508868,0.00075
11,0.08510665068872698,0.08567809676777292,209.49988,274.3171493682085,7.700105860118597,0.0007033683215379002
12,0.08296771848786233,0.08922354462156666,212.02231,279.9353859598675,7.710451385539282,0.0006545084971874737
13,0.08039059592327899,0.0845910543962859,205.41107,272.57139259742576,7.459663272648144,0.0006039558454088796
14,0.07818677172643011,0.08391720316581779,205.02724,271.4835975708293,7.445076508206114,0.0005522642316338268
15,0.07610004298744491,0.08897979280955243,212.18617,279.55275385425915,7.676284230653571,0.0005000000000000001
16,0.07323135370334906,0.08667311018688857,210.8644,275.90544122941833,7.64541278557597,0.00044773576836617336
17,0.07169329796199343,0.08753052834741297,210.33926,277.26677981233166,7.594872549460343,0.0003960441545911203
18,0.07021898593446879,0.0875134699645135,211.96501,277.23977100156463,7.694056451908317,0.00034549150281252633
19,0.06858775122398847,0.08822270798551078,211.53294,278.3609252167049,7.678427327254111,0.0002966316784620999
20,0.06638216291367226,0.08828007147087615,211.6004,278.45139555674706,7.613546156681861,0.0002500000000000001
21,0.06493196702466064,0.08634664626002642,209.58098,275.38534081809803,7.578719656572177,0.00020610737385376348
22,0.06375787243458009,0.0881081516351396,211.04378,278.1801349845096,7.595588223336628,0.00016543469682057105
23,0.06293178044990151,0.08940171528803675,213.603,280.21476138847504,7.689947939096255,0.00012842758726130292
24,0.061607210363120266,0.08954284282354767,214.98155,280.43584939340406,7.784840527031728,9.549150281252633e-05
25,0.060999355557768774,0.09140560272410306,217.08379,283.33777876414575,7.8526106375087945,6.698729810778065e-05
26,0.060048295906781526,0.08941373569565797,213.74248,280.23358002744783,7.725936398746244,4.322727117869951e-05
27,0.05971804908200841,0.09031582272861803,215.99365,281.6436689329267,7.814987961259227,2.4471741852423235e-05
28,0.0590242224744964,0.09134624753962593,216.88217,283.2457661863633,7.8339318127079896,1.0926199633097156e-05
29,0.058766012039478996,0.09109099407440407,216.36723,282.8497420230395,7.809395834831672,2.7390523158632995e-06
30,0.05839445366556881,0.09050113899721003,215.6209,281.932449799593,7.778246897298141,0.001
31,0.08121074158278321,0.0911078759549067,215.51602,282.87595282649954,7.778314574754462,0.0009993147673772868
32,0.07802361063561516,0.09296707404452348,219.69475,285.7476487217349,7.981398363679684,0.0009972609476841367
33,0.07637145916047869,0.09734581860809115,221.41785,292.39955540321876,8.022002475356626,0.0009938441702975688
34,0.07670377458601518,0.08903335439366317,211.95007,279.6368739097189,7.638722899343525,0.0009890738003669028
35,0.07272759434685509,0.09458949848225243,220.0747,288.230227530875,7.985641487518569,0.0009829629131445341
36,0.07247332500329991,0.09966527400254543,226.9655,295.86256310996833,8.23098052943349,0.0009755282581475768
