timestamp,actual,predict,abs_err
2025-11-17 00:00:00,1801.219970703125,1840.3,39.080029296874955
2025-11-17 01:00:00,1574.97998046875,1554.5,20.47998046875
2025-11-17 02:00:00,1537.0,1538.5,1.5
2025-11-17 03:00:00,1537.0,1524.9,12.099999999999909
2025-11-17 04:00:00,1586.72998046875,1580.9,5.829980468749909
2025-11-17 05:00:00,1859.27001953125,1743.2,116.07001953124995
2025-11-17 06:00:00,2767.469970703125,2498.3,269.1699707031248
2025-11-17 07:00:00,3625.760009765625,3740.4,114.63999023437509
2025-11-17 08:00:00,3667.89990234375,3997.9,330.0000976562501
2025-11-17 09:00:00,3667.89990234375,4011.7,343.8000976562498
2025-11-17 10:00:00,3359.919921875,3903.6,543.6800781249999
2025-11-17 11:00:00,3359.919921875,3712.7,352.7800781249998
2025-11-17 12:00:00,3408.56005859375,3525.6,117.03994140624991
2025-11-17 13:00:00,3408.56005859375,3407.4,1.160058593749909
2025-11-17 14:00:00,3065.679931640625,3321.3,255.62006835937518
2025-11-17 15:00:00,2815.570068359375,3281.3,465.7299316406252
2025-11-17 16:00:00,2815.570068359375,3305.8,490.2299316406252
2025-11-17 17:00:00,3078.8798828125,3403.8,324.9201171875002
2025-11-17 18:00:00,3225.3701171875,3491.9,266.5298828125001
2025-11-17 19:00:00,3279.97998046875,3577.8,297.8200195312502
2025-11-17 20:00:00,3279.97998046875,3676.1,396.1200195312499
2025-11-17 21:00:00,3263.35009765625,3687.1,423.7499023437499
2025-11-17 22:00:00,2826.969970703125,3179.6,352.6300292968749
2025-11-17 23:00:00,2179.360107421875,2311.2,131.83989257812482
