timestamp,actual,predict,abs_err
2025-11-09 00:00:00,1816.5899658203125,1707.9,108.68996582031241
2025-11-09 01:00:00,1604.8199462890625,1520.9,83.91994628906241
2025-11-09 02:00:00,1536.6400146484375,1506.6,30.04001464843759
2025-11-09 03:00:00,1509.68994140625,1507.5,2.18994140625
2025-11-09 04:00:00,1509.68994140625,1551.2,41.510058593750045
2025-11-09 05:00:00,1667.2099609375,1666.4,0.809960937499909
2025-11-09 06:00:00,2286.239990234375,2158.3,127.93999023437482
2025-11-09 07:00:00,2894.969970703125,2965.0,70.030029296875
2025-11-09 08:00:00,3289.389892578125,3355.3,65.91010742187518
2025-11-09 09:00:00,3299.52001953125,3576.4,276.8799804687501
2025-11-09 10:00:00,3355.219970703125,3558.4,203.1800292968751
2025-11-09 11:00:00,3583.6201171875,3429.3,154.32011718749982
2025-11-09 12:00:00,3583.6201171875,3212.7,370.9201171875002
2025-11-09 13:00:00,2763.489990234375,3084.0,320.510009765625
2025-11-09 14:00:00,2677.590087890625,2955.8,278.2099121093752
2025-11-09 15:00:00,2677.590087890625,2932.6,255.0099121093749
2025-11-09 16:00:00,2728.22998046875,2905.7,177.47001953124982
2025-11-09 17:00:00,3200.77001953125,3050.5,150.27001953125
2025-11-09 18:00:00,3228.989990234375,3180.1,48.88999023437509
2025-11-09 19:00:00,3428.639892578125,3309.2,119.43989257812518
2025-11-09 20:00:00,3535.52001953125,3345.0,190.52001953125
2025-11-09 21:00:00,3535.52001953125,3172.8,362.7200195312498
2025-11-09 22:00:00,2817.02001953125,2587.3,229.72001953124982
2025-11-09 23:00:00,2205.949951171875,2004.4,201.5499511718749
