timestamp,actual,predict,abs_err
2025-10-23 00:00:00,1778.4300537109375,2030.6,252.1699462890624
2025-10-23 01:00:00,1610.06005859375,1684.2,74.13994140625005
2025-10-23 02:00:00,1600.8399658203125,1685.6,84.76003417968741
2025-10-23 03:00:00,1600.8399658203125,1631.5,30.6600341796875
2025-10-23 04:00:00,1714.5899658203125,1724.4,9.810034179687591
2025-10-23 05:00:00,2232.530029296875,1958.7,273.83002929687495
2025-10-23 06:00:00,3138.56005859375,3328.4,189.8399414062501
2025-10-23 07:00:00,4239.18994140625,4134.5,104.68994140625
2025-10-23 08:00:00,4291.81005859375,4100.3,191.51005859374982
2025-10-23 09:00:00,4355.2900390625,4179.9,175.39003906250036
2025-10-23 10:00:00,4355.2900390625,3971.1,384.1900390625001
2025-10-23 11:00:00,3990.52001953125,3778.4,212.1200195312499
2025-10-23 12:00:00,3526.659912109375,3559.7,33.04008789062482
2025-10-23 13:00:00,3526.659912109375,3442.4,84.25991210937491
2025-10-23 14:00:00,3526.659912109375,3373.9,152.7599121093749
2025-10-23 15:00:00,3545.280029296875,3369.5,175.780029296875
2025-10-23 16:00:00,3808.68017578125,3411.4,397.2801757812499
2025-10-23 17:00:00,4206.81005859375,3504.6,702.2100585937501
2025-10-23 18:00:00,4278.06982421875,3631.0,647.06982421875
2025-10-23 19:00:00,4514.97021484375,3795.7,719.2702148437502
2025-10-23 20:00:00,4278.06982421875,3995.1,282.9698242187501
2025-10-23 21:00:00,4141.35009765625,4059.2,82.15009765625018
2025-10-23 22:00:00,3827.39990234375,3418.1,409.2999023437501
2025-10-23 23:00:00,2673.610107421875,2499.5,174.110107421875
