timestamp,actual,predict,abs_err
2025-11-01 00:00:00,2041.739990234375,1959.7,82.03999023437495
2025-11-01 01:00:00,1523.260009765625,1636.8,113.53999023437495
2025-11-01 02:00:00,1523.260009765625,1610.9,87.63999023437509
2025-11-01 03:00:00,1566.6600341796875,1585.4,18.73996582031259
2025-11-01 04:00:00,1711.699951171875,1646.1,65.59995117187509
2025-11-01 05:00:00,1778.4300537109375,1837.8,59.369946289062455
2025-11-01 06:00:00,2694.949951171875,2639.6,55.34995117187509
2025-11-01 07:00:00,3671.14990234375,3511.8,159.34990234374982
2025-11-01 08:00:00,3677.840087890625,3762.8,84.95991210937518
2025-11-01 09:00:00,3777.1298828125,3908.5,131.3701171875
2025-11-01 10:00:00,3777.1298828125,3823.9,46.77011718750009
2025-11-01 11:00:00,3659.93994140625,3632.0,27.93994140625
2025-11-01 12:00:00,3512.010009765625,3363.2,148.81000976562518
2025-11-01 13:00:00,3190.280029296875,3240.1,49.81997070312491
2025-11-01 14:00:00,3190.280029296875,3130.5,59.780029296875
2025-11-01 15:00:00,3554.330078125,3087.9,466.4300781249999
2025-11-01 16:00:00,3554.330078125,3101.7,452.6300781250002
2025-11-01 17:00:00,3361.179931640625,3210.9,150.2799316406249
2025-11-01 18:00:00,3361.179931640625,3346.3,14.879931640624818
2025-11-01 19:00:00,3377.280029296875,3476.2,98.91997070312482
2025-11-01 20:00:00,3541.300048828125,3599.6,58.29995117187491
2025-11-01 21:00:00,3541.300048828125,3596.0,54.699951171875
2025-11-01 22:00:00,3224.4599609375,3095.0,129.4599609375
2025-11-01 23:00:00,2416.449951171875,2353.7,62.74995117187518
