timestamp,actual,predict,abs_err
2025-11-25 00:00:00,1691.0799560546875,1806.3,115.22004394531245
2025-11-25 01:00:00,1571.5400390625,1594.4,22.85996093750009
2025-11-25 02:00:00,1571.5400390625,1528.6,42.94003906250009
2025-11-25 03:00:00,1883.1400146484375,1548.2,334.94001464843745
2025-11-25 04:00:00,1977.5400390625,1618.0,359.5400390625
2025-11-25 05:00:00,2071.0400390625,1844.2,226.84003906249995
2025-11-25 06:00:00,2982.679931640625,2725.6,257.0799316406251
2025-11-25 07:00:00,3858.8701171875,3770.3,88.57011718749982
2025-11-25 08:00:00,3858.8701171875,3976.9,118.02988281250009
2025-11-25 09:00:00,3839.8798828125,4050.7,210.82011718749982
2025-11-25 10:00:00,3659.030029296875,3879.9,220.8699707031251
2025-11-25 11:00:00,3475.1201171875,3683.8,208.67988281250018
2025-11-25 12:00:00,3355.580078125,3501.6,146.0199218749999
2025-11-25 13:00:00,3355.580078125,3384.0,28.419921875
2025-11-25 14:00:00,3274.02001953125,3313.2,39.17998046874982
2025-11-25 15:00:00,3215.60009765625,3278.8,63.19990234375018
2025-11-25 16:00:00,3215.60009765625,3322.8,107.19990234375018
2025-11-25 17:00:00,3314.159912109375,3393.0,78.840087890625
2025-11-25 18:00:00,3314.159912109375,3503.7,189.54008789062482
2025-11-25 19:00:00,3319.409912109375,3622.9,303.4900878906251
2025-11-25 20:00:00,3894.5,3756.4,138.0999999999999
2025-11-25 21:00:00,3937.360107421875,3745.0,192.360107421875
2025-11-25 22:00:00,3894.5,3107.3,787.1999999999998
2025-11-25 23:00:00,2397.010009765625,2263.3,133.71000976562482
