timestamp,actual,predict,abs_err
2025-12-31 00:00:00,1715.489990234375,1658.9,56.58999023437491
2025-12-31 01:00:00,1510.780029296875,1638.1,127.31997070312491
2025-12-31 02:00:00,1455.260009765625,1526.1,70.83999023437491
2025-12-31 03:00:00,1455.260009765625,1560.3,105.03999023437495
2025-12-31 04:00:00,1555.6300048828125,1634.0,78.3699951171875
2025-12-31 05:00:00,1789.0999755859375,1776.7,12.399975585937455
2025-12-31 06:00:00,2334.7099609375,2445.4,110.69003906250009
2025-12-31 07:00:00,3224.4599609375,3522.2,297.7400390624998
2025-12-31 08:00:00,3465.7099609375,3762.6,296.8900390624999
2025-12-31 09:00:00,3598.27001953125,3768.0,169.72998046875
2025-12-31 10:00:00,3465.7099609375,3659.9,194.1900390625001
2025-12-31 11:00:00,3259.909912109375,3473.5,213.590087890625
2025-12-31 12:00:00,3217.22998046875,3238.6,21.37001953124991
2025-12-31 13:00:00,2941.43994140625,3112.4,170.9600585937501
2025-12-31 14:00:00,2941.43994140625,2989.4,47.96005859375009
2025-12-31 15:00:00,2916.669921875,2953.4,36.73007812500009
2025-12-31 16:00:00,2981.77001953125,2957.0,24.77001953125
2025-12-31 17:00:00,2981.77001953125,3043.7,61.92998046874982
2025-12-31 18:00:00,2981.77001953125,3098.7,116.92998046874982
2025-12-31 19:00:00,3003.2900390625,3176.7,173.40996093749982
2025-12-31 20:00:00,3705.510009765625,3201.8,503.7100097656248
2025-12-31 21:00:00,3705.510009765625,3157.8,547.7100097656248
2025-12-31 22:00:00,2555.52001953125,2896.0,340.47998046875
2025-12-31 23:00:00,2459.669921875,2243.8,215.86992187499982
